title,url,brand,main_image,description,gtin13,currency,price,product_details,information,primary_category,sub_category_1,sub_category_2,images,avg_rating,reviews_count,uniq_id,scraped_at
Stem Flying Insect Killer Aerosol - 10 OZ,https://www.albertsons.com/shop/product-details.970303940.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970303940-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Stem Flying Insect Killer Aerosol - 10 OZ,4650003281,USD,9.99,"The best defense against Mother Nature is Mother Nature. Introducing STEM Kills Flies, Mosquitoes and Gnats – a bug spray for home and outdoor use made with botanical extracts that are deadly for bugs. STEM’s scientists decode the power of nature to use botanical extracts to effectively and safely protect your family, home and pets from pests (when used as directed).

STEM plant-based active ingredient bug spray is formulated with botanical extracts to kill flies, mosquitoes and gnats. Our insecticide is safe for use around kids and pets (when used as directed).

Bug spray kills flies, mosquitoes and gnats
Plant-based active ingredient bug killer safe for use around kids and pets (when used as directed)
Entomologist tested spray made with botanical extracts to kill bugs; with fresh scent and no added dye, fragrance, or harsh chemical odors
Bug killer for indoor and outdoor use, wherever bugs try to bother you​
Rooted in Nature, Optimized by Science




                        Insect Killer, Flies/Mosquitos/Gnats
                    

                        Kills: Flies, mosquitoes, gnats. Rooted in nature. Optimized by science. Safe for use around kids + pets (When used as directed). Kills: Flies (such as house flies, bottle flies, drain flies, fruit flies), mosquitoes (such as culex quinquefasciatus), and gnats. Stem's scientists decode the power of nature to optimize plant botanicals to effectively and safely protect your family, home + pets from pests (When used as directed). Botanical extracts. Safe for use throughout your home (when as directed). Entomologist tested. No added dye, fragrance or harsh chemical color. how2recycle.info. Questions? Comments? Call 877-869-7546. This product is exempt from registration with the U.S. Environmental Protection Agency under FIFRA section 25(b) regulations.","[{'Warning': ""Contains: Precautionary Statements: Avoid contact with eyes and skin, as irritation may occur. Prolonged or frequently repeated skin contact may cause allergic reactions in some individuals. Avoid contact with food and food utensils. Do not apply to surfaces on which food is stored, prepared, or eaten. Don't spray directly on people, pets, or plants. Don't spray directly into electronic equipment. Flammable. Contents under pressure. Keep away from heat and open flame. Do not puncture or incinerate container. Exposure to temperatures above 130 degrees F may cause bursting.,First Aid: If in Eyes: Flush with water for at least 15 minutes. Remove contact lenses, if present, after first 5 minutes, then continue rinsing eye. If on Skin: Wash exposed area thoroughly with soap and water. Call a physician if irritation persists.,Keep out of reach of children. Warning: Slippery when wet. See additional precautionary statements on back panel.""}, {'Warning': ""Contains: Precautionary Statements: Avoid contact with eyes and skin, as irritation may occur. Prolonged or frequently repeated skin contact may cause allergic reactions in some individuals. Avoid contact with food and food utensils. Do not apply to surfaces on which food is stored, prepared, or eaten. Don't spray directly on people, pets, or plants. Don't spray directly into electronic equipment. Flammable. Contents under pressure. Keep away from heat and open flame. Do not puncture or incinerate container. Exposure to temperatures above 130 degrees F may cause bursting.,First Aid: If in Eyes: Flush with water for at least 15 minutes. Remove contact lenses, if present, after first 5 minutes, then continue rinsing eye. If on Skin: Wash exposed area thoroughly with soap and water. Call a physician if irritation persists.,Keep out of reach of children. Warning: Slippery when wet. See additional precautionary statements on back panel.""}, {'Directions': ""Read entire label. Use only in accordance with label instructions shake well before using. Directions for Indoor and Outdoor Use: Hold container upright Please don't spray up into air. Wait for flying insects to land before treating. Press button firmly and directly spray landed insects for approximately one second from a distance of 18 inches. Repeat as necessary. You can use this product on insects wherever they may hang out-within the guidelines provided on this label. A Note on Surfaces: This product may make floors slippery. To avoid possible injury from slips/falls or staining, after use, wipe away excess liquid after-application with a cloth and clean with soapy water until the surface is not slippery. To avoid staining, test on an inconspicuous area before applying to surfaces, as this product may damage or stain some painted surfaces, hard or wood floors, furniture, and plastics. 1. Directly spray landed insect. 2. Wipe/clean surfaces if damp.\r\nStorage and Disposal: Storage: Stove in a cool, dry area. Container Disposal: If Empty: Do not puncture or incinerate. The aluminum container may be recycled. Before offering for recycling, empty the container by using the product according to the label if recycling is not available, place in trash. If partially filled: Call your local solid waste agency or 1-800-529-3394 for disposal instructions. Never place unused product down any indoor or outdoor drain.""}, {'About the Producer': 'SC Johnson & Son, Inc.'}]","Paper, Cleaning & Home",Hardware & Home Needs,Pest Control,"images.albertsons-media.com/is/image/ABS/970303940-ECOM, images.albertsons-media.com/is/image/ABS/970303940-C1N1, images.albertsons-media.com/is/image/ABS/970303940-A1C1, images.albertsons-media.com/is/image/ABS/970303940-L4, images.albertsons-media.com/is/image/ABS/970303940-A7N1",4.6,69,6c99ab2c-de0d-5553-8c27-672799f0b3ab,2022-11-24T13:48:35
Cco Cotton Napkins Ditsy Flora - 4 CT,https://www.albertsons.com/shop/product-details.970314581.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970314581?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Cco Cotton Napkins Ditsy Flora - 4 CT,19100948815,USD,26.99,,[],"Paper, Cleaning & Home",Hardware & Home Needs,Miscellaneous Household,images.albertsons-media.com/is/image/ABS/970314581,0.0,0,91ae00fd-cfb7-522c-868c-06cf32c78c98,2022-11-24T13:48:35
Chile Pork Verde With Rice And Beans Large Cold,https://www.albertsons.com/shop/product-details.960306295.html,Signature CAFE,https://images.albertsons-media.com/is/image/ABS/960306295?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Chile Pork Verde With Rice And Beans Large Cold,21790900000,USD,10.0,,[],Deli,Deli Sides & Meals,Deli Side Dishes & Meals,images.albertsons-media.com/is/image/ABS/960306295,0.0,0,9e521d4b-6278-5406-98c0-2f22107f2851,2022-11-24T13:48:36
Red Man Long Cut Wintergreen Moist Snuff - Case,https://www.albertsons.com/shop/product-details.960014118.html,Red Man,https://images.albertsons-media.com/is/image/ABS/960014118-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Red Man Long Cut Wintergreen Moist Snuff - Case,76244681100,USD,25.49,"Moist Snuff, Long Cut Wintergreen
                    

                        America's best. Comments? 270-685-8777. redman.com. Sale only allowed in the United States. At least 65% domestic grown tobacco.","[{'Warning': 'Contains: This product is not a safe alternative to cigarettes. This product can cause gum disease and tooth loss.'}, {'Warning': 'Contains: This product is not a safe alternative to cigarettes. This product can cause gum disease and tooth loss.'}, {'About the Producer': 'SWEDISH MATCH'}]",,,,"images.albertsons-media.com/is/image/ABS/960014118-ECOM, images.albertsons-media.com/is/image/ABS/960014118-C1N1",0.0,0,e64d887b-0871-5cf0-bbda-cf9068c698f9,2022-11-24T13:48:37
Aspen Pet FurBuster Nail Trimmer Perfect Paws Blister Pack - Each,https://www.albertsons.com/shop/product-details.960175248.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/960175248-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Aspen Pet FurBuster Nail Trimmer Perfect Paws Blister Pack - Each,2969589818,USD,14.99,"Nail Trimmer, Perfect Paws
                    

                        Batteries Included. Aspenpet. 1. On/off switch. 2. Battery door. 3. Filling stone. www.petmate.com. Made in China.","[{'Directions': 'Complete instructions enclosed. Read completely before using. 4 speed control!'}, {'Directions': 'Complete instructions enclosed. Read completely before using. 4 speed control!'}, {'About the Producer': 'Doskocil Manufacturing Company, Inc.'}]",Pet Care,Dog Care,Dog Supplies & Toys,"images.albertsons-media.com/is/image/ABS/960175248-ECOM, images.albertsons-media.com/is/image/ABS/960175248-C1N1, images.albertsons-media.com/is/image/ABS/960175248-A1C1, images.albertsons-media.com/is/image/ABS/960175248-A7N1",0.0,0,ead8af06-fd79-559c-b562-5eee00b05200,2022-11-24T13:48:37
Boi M Foundation Tee Xxl - EA,https://www.albertsons.com/shop/product-details.970319817.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970319817?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Boi M Foundation Tee Xxl - EA,88600743718,USD,12.99,,[],Personal Care & Health,Pantyhose & Apparel,Shirts & Sweatshirts,images.albertsons-media.com/is/image/ABS/970319817,0.0,0,5f88feea-f5e5-5a8a-81d7-f0e6b80bc76d,2022-11-24T13:48:39
Conde Nast Travele - EA,https://www.albertsons.com/shop/product-details.970339930.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970339930?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Conde Nast Travele - EA,7482008434,USD,6.99,,[],,,,images.albertsons-media.com/is/image/ABS/970339930,0.0,0,1dab2bd2-d80d-5567-b522-f44c610ded4f,2022-11-24T13:48:41
Grit Country Skills - EA,https://www.albertsons.com/shop/product-details.970338960.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970338960?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Grit Country Skills - EA,88852635863,USD,6.99,,[],,,,images.albertsons-media.com/is/image/ABS/970338960,0.0,0,b95d2535-766e-5d66-9211-8b8853d5f1fe,2022-11-24T13:48:41
Libman Mop Wonder Synthetic Twist - Each,https://www.albertsons.com/shop/product-details.960049440.html,Libman,https://images.albertsons-media.com/is/image/ABS/960049440-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Libman Mop Wonder Synthetic Twist - Each,7173602000,USD,12.99,"Mop, Wonder
                    

                        Easier to wring. Improved: 3 inch longer handle; better reach. Microfiber gripstrips lift stubborn dirt. Fresh, machine washable mop head. Great On All These Surfaces: wood & laminate; vinyl & linoleum; ceramic tile; marble; stone. For best results use hot water. Power wringer locks into place. Deep grooves & holes wring more water. Antibacterial strips fight odor - causing bacteria. 3 times wider gripstrips lift & lock dirt. 100% satisfaction guaranteed. It's not just a company. It's our family name. For cleaning tips, visit libman.com. Facebook. Twitter. Pinterest. Instagram. Greensteps. libman.com. Family made in the USA since 1896.","[{'Directions': 'Use & Care: 1. Soak 5 minutes in hot water. 2. Push sleeve down and twist 4 times. 3. Pull sleeve up, snap into place, and mop. Machine wash or hand wash in warm, sudsy water and hang to dry. To Change Refill: 1. Pull collar up. 2. Remove mop head. 3. Push collar down.'}, {'Directions': 'Use & Care: 1. Soak 5 minutes in hot water. 2. Push sleeve down and twist 4 times. 3. Pull sleeve up, snap into place, and mop. Machine wash or hand wash in warm, sudsy water and hang to dry. To Change Refill: 1. Pull collar up. 2. Remove mop head. 3. Push collar down.'}, {'About the Producer': 'LIBMAN'}]","Paper, Cleaning & Home",Cleaners & Supplies,Sweepers & Supplies,"images.albertsons-media.com/is/image/ABS/960049440-ECOM, images.albertsons-media.com/is/image/ABS/960049440-C1N1",0.0,0,ba3a3171-e0f7-5eda-b41c-3be15bd6e533,2022-11-24T13:48:41
Claires Easter Egg Ring Set - 1 EA,https://www.albertsons.com/shop/product-details.970302179.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970302179?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Claires Easter Egg Ring Set - 1 EA,88871196076,USD,2.0,,[],Personal Care & Health,Hair Care,Hair Accessories,images.albertsons-media.com/is/image/ABS/970302179,0.0,0,81f7b8f3-7e21-52d3-beb8-952b2c27d1fe,2022-11-24T13:48:42
Boi W Dahlia Tee M - EA,https://www.albertsons.com/shop/product-details.970319746.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970319746?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Boi W Dahlia Tee M - EA,88600743776,USD,18.99,,[],Personal Care & Health,Pantyhose & Apparel,Shirts & Sweatshirts,images.albertsons-media.com/is/image/ABS/970319746,0.0,0,8cd71e9b-5c6c-5672-954f-210342765042,2022-11-24T13:48:44
Living Proof Restore Cond - 8 Oz,https://www.albertsons.com/shop/product-details.960239000.html,Living Proof,https://images.albertsons-media.com/is/image/ABS/960239000-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Living Proof Restore Cond - 8 Oz,85492400439,USD,26.99,"Conditioner, Restore
                    

                        Reverses dryness & damage for visibly healthier hair. A nourishing, rich conditioner that helps make hair visibly healthier by smoothing, correcting and protecting. Color safe & silicone free. Further information included. www.livingproof.com Made in USA.","[{'Directions': 'Start with Restore Shampoo. Then apply Restore Conditioner, spread through hair and rinse.\r\nGood for 12 months once opened.'}, {'Directions': 'Start with Restore Shampoo. Then apply Restore Conditioner, spread through hair and rinse.\r\nGood for 12 months once opened.'}, {'About the Producer': 'LIVING PROOF'}]",Personal Care & Health,Hair Care,Professional,"images.albertsons-media.com/is/image/ABS/960239000-ECOM, images.albertsons-media.com/is/image/ABS/960239000-C1N1, images.albertsons-media.com/is/image/ABS/960239000-A1C1, images.albertsons-media.com/is/image/ABS/960239000-L4, images.albertsons-media.com/is/image/ABS/960239000-A7N1",0.0,0,7087700b-f624-5b69-911d-ca77ba9da649,2022-11-24T13:48:45
Lindy Pro Bb La An - EA,https://www.albertsons.com/shop/product-details.970335793.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970335793?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Lindy Pro Bb La An - EA,7447001560,USD,8.99,,[],,,,images.albertsons-media.com/is/image/ABS/970335793,0.0,0,d26b1470-84f0-5f73-8615-21d23f600b4f,2022-11-24T13:48:46
Zamzows Fundamentals Whitefish Formula - 30LB,https://www.albertsons.com/shop/product-details.970110657.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970110657?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Zamzows Fundamentals Whitefish Formula - 30LB,65620598515,USD,51.99,,[],Pet Care,Dog Care,Dog Food - Dry,images.albertsons-media.com/is/image/ABS/970110657,0.0,0,18aa57d7-5e5a-5323-9623-eead1f385864,2022-11-24T13:48:47
Peppers Bell Peppers Sweet Mini Prepacked - 2 Lb,https://www.albertsons.com/shop/product-details.960053452.html,Produce,https://images.albertsons-media.com/is/image/ABS/960053452-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Peppers Bell Peppers Sweet Mini Prepacked - 2 Lb,89624700131,USD,5.99,"Sweet Peppers, Mini
                    

                        Great for snacks, salads & grilling. Good source of vitamin C. Recipes: For more recipes go to: www.PeroRecipes.com. www.PeroFamilyFarms.com. Great for snacks! Our Mini Sweet Peppers are the perfect snack! They're an excellent source for vitamin C, low in calories, have no fat or cholesterol and are big on flavor and crunch. Snack on 'em with your favorite dip, or stuffed with your own creation! Snak on 'em in your salad, or right off the grill! Any way you choose, our Mini Sweet Peppers are a sweet treat to eat! Sustainable farming since 1908. Produce of USA.","[{'Product Attributes': 'Fat Free'}, {'Product Attributes': 'Fat Free'}, {'About the Producer': 'PERO FAMILY FARMS'}]",Fruits & Vegetables,Fresh Vegetables & Herbs,Peppers,images.albertsons-media.com/is/image/ABS/960053452-ECOM,0.0,0,4202a33e-9e2e-5311-9e03-c3cc2ce75dbc,2022-11-24T13:48:47
Intelex Warmie Jr Cow - 1 EA,https://www.albertsons.com/shop/product-details.970329203.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970329203?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Intelex Warmie Jr Cow - 1 EA,81601802007,USD,13.99,,[],"Paper, Cleaning & Home",Hardware & Home Needs,Toys & Games,images.albertsons-media.com/is/image/ABS/970329203,0.0,0,c84b07ca-8566-58fa-8d34-921b4cb9f98e,2022-11-24T13:48:48
Internatio Oil Smoke House - 8.45 Fl. Oz.,https://www.albertsons.com/shop/product-details.960213757.html,International Collection,https://images.albertsons-media.com/is/image/ABS/960213757-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Internatio Oil Smoke House - 8.45 Fl. Oz.,7224829225,USD,6.99,"Oil, Smoke House
                    

                        Adds a rich smoky flavor to any dish. Ideal for drizzling over meats, sauces, vegetables and more. Oils of the world. www.libertyrichter.com. www.internationalcollectionoils.com. Product of the UK, packed in the UK.","[{'Directions': 'Store in a cool dry place and away from direct sunlight.'}, {'Directions': 'Store in a cool dry place and away from direct sunlight.'}, {'About the Producer': 'WORLD FINER FOODS'}]",International Cuisine,Kosher Foods,Kosher Foods,"images.albertsons-media.com/is/image/ABS/960213757-ECOM, images.albertsons-media.com/is/image/ABS/960213757-C1N1",0.0,0,87bb73d2-a23d-5319-aae9-dc674ed7cd1e,2022-11-24T13:48:50
Pantene Base Hair Conditioner Moisturizing Rinse Off - 10.4 FZ,https://www.albertsons.com/shop/product-details.970121208.html,Pantene,https://images.albertsons-media.com/is/image/ABS/970121208?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Pantene Base Hair Conditioner Moisturizing Rinse Off - 10.4 FZ,8087819495,USD,5.19,"Conditioner, Daily Moisture Renewal
                    

                        0% paraben, colorants. No weigh down. 72 hour softness. Hard working, long lasting. Daily Moisture Renewal Pro-V Formula visibly replenishes dry hair for softness & hydration. Color Safe: Pro-V Nutrients: Protective anti-oxidants. Strengthening lipids. pH balancers. Conditioning Level: Light. Moderate. Intense. how2recycle.info. www.pantene.com. Questions? 1-800-945-7768 or visit www.pantene.com. Made in U.S.A. of U.S. and/or imported ingredients.","[{'Directions': 'Directions: Massage into wet hair after shampooing, paying special attention to ends. Rinse thoroughly.'}, {'Directions': 'Directions: Massage into wet hair after shampooing, paying special attention to ends. Rinse thoroughly.'}, {'About the Producer': 'Procter & Gamble'}]",Personal Care & Health,Hair Care,Performance Shampoo Cond,images.albertsons-media.com/is/image/ABS/970121208,4.2,1410,ed74d6b7-eb9a-5568-b091-b59d92032d2d,2022-11-24T13:48:51
Manit Hemp Seed Oil - 12.0 Oz,https://www.albertsons.com/shop/product-details.960252300.html,Manitoba Harvest,https://images.albertsons-media.com/is/image/ABS/960252300-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Manit Hemp Seed Oil - 12.0 Oz,69765810103,USD,11.49,"Hemp Seed Oil
                    

                        12 g omegas 3 & 6 per 15 ml serving. Manitoba Harvest Hemp Seed Oil has 12 g of Omegas 3 & 6 per 15 ml serving, including Gamma-Linolenic Acid (GLA) and Stearidonic Acid (SDA). Vegan. Gluten free. Non-GMO Project verified. nongmoproject.org. Hemp foods. Unrefined. Cold pressed. Manitoba Harvest Hemp Seed Oil has 12 g of Omegas 3 & 6 per 15 ml serving, including Gamma-Linolenic Acid (GLA) and Stearidonic Acid (SDA). manitobaharvest.com. For More Tasty Ideas: Facebook; Twitter; Instagram; manitobaharvest.com. Certified B Corporation. BPA free. Carbon neutral. Product of Canada.","[{'Product Attributes': 'Kosher,Gluten Free,Vegan'}, {'Product Attributes': 'Kosher,Gluten Free,Vegan'}, {'Warning': 'Contains: Not to be used for frying or heated above 300 degrees F (150 degrees C).'}, {'Directions': 'Enjoy daily for a nutritious boost. Use in pesto & sauces. Mix into salads & dressings.\r\nRefrigerate after opening.'}, {'About the Producer': 'Fresh Hemp Foods'}]",Personal Care & Health,Vitamins & Supplements,Herbal Supplements,"images.albertsons-media.com/is/image/ABS/960252300-ECOM, images.albertsons-media.com/is/image/ABS/960252300-C1N1, images.albertsons-media.com/is/image/ABS/960252300-A1C1, images.albertsons-media.com/is/image/ABS/960252300-L4, images.albertsons-media.com/is/image/ABS/960252300-A7N1",4.7,10,5262d4ed-1740-5d65-bdbf-61c0c1836a0e,2022-11-24T13:48:52
Alba Botanica Pure Lavender SPF 45 Soothing Sunscreen - 1 Fl. Oz.,https://www.albertsons.com/shop/product-details.970118003.html,Alba Botanica,https://images.albertsons-media.com/is/image/ABS/970118003-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Alba Botanica Pure Lavender SPF 45 Soothing Sunscreen - 1 Fl. Oz.,72474201393,USD,2.99,"Soothing Sunscreen, Pure Lavender, Broad Spectrum SPF 45
                    

                        Certified gluten free. Recommended. Skin Cancer Foundation. Active. Water resistant (80 minutes) biodegradable formula. No oxybenzone, octinoxate or animal testing. 100% natural fragrance. No artificial colors, synthetic fragrances, parabens or phthalates. Questions? Call (888) 659-7730. Reef friendly (free of ingredients identified to have potential impact to coral reefs). Cruelty free. Please recycle.","[{'Warning': ""Contains: Warnings: For external use only. Don't use on damaged/broken skin. keep out of eyes. Rinse with water to remove. Stop use and ask a doctor if rash occurs. Keep out of reach of children. If swallowed, get medical help or contact Poison Control Center right away.""}, {'Warning': ""Contains: Warnings: For external use only. Don't use on damaged/broken skin. keep out of eyes. Rinse with water to remove. Stop use and ask a doctor if rash occurs. Keep out of reach of children. If swallowed, get medical help or contact Poison Control Center right away.""}, {'Directions': 'Directions: Apply liberally 15 minutes before sun exposure. Reapply after 80 minutes of swimming/sweating, after towel drying and at least every 2 hours. Children under 6 months: ask doctor. Sun Protection Measures: Spending time in sun increases risk of skin cancer and early skin aging. To decrease risk, use sunscreen with broad-spectrum SPF 15 or higher and limit time in sun, especially 10 am - 2 pm, wear long-sleeved shirts, pants, hats, sunglasses. \nGood for 18 months once opened.'}, {'About the Producer': 'The Hain Celestial Group, Inc.'}]",Personal Care & Health,Trial Size,Trial Size,"images.albertsons-media.com/is/image/ABS/970118003-ECOM, images.albertsons-media.com/is/image/ABS/970118003-C1N1, images.albertsons-media.com/is/image/ABS/970118003-A1C1, images.albertsons-media.com/is/image/ABS/970118003-L4, images.albertsons-media.com/is/image/ABS/970118003-A7N1",0.0,0,6fc76edc-d1ed-5a52-858e-c718bedf2d76,2022-11-24T13:48:52
Ferrari-Carano Siena California Red Wine - 750 Ml,https://www.albertsons.com/shop/product-details.189059244.html,Ferrari-Carano,https://images.albertsons-media.com/is/image/ABS/189059244-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Ferrari-Carano Siena California Red Wine - 750 Ml,74265118429,USD,26.99,"Red Wine, Sonoma County, Siena
                    

                        From the deep, rich, burnt orange soils of the Ferrari-Carano Vineyards comes this appealing red wine blend comprised of select lots of Sangiovese, Malbec, Petite Sirah and cabernet sauvignon grapes. This vibrant wine is bursting with flavors of blackberries, raspberry jam, cola, cinnamon and spice, sweet oak notes and hints of butterscotch from barrel-aging add layers of richness to this elegantly balanced red wine blend with a beautiful lingering finish. Salute. www.ferrari-carano.com. Alc. 14.5% vol. 29 Produced and bottled by Ferrari-Carano Mountain Winery, Geyserville, CA.","[{'Warning': 'Contains: Contains sulfites.,Government Warning: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.\n'}, {'Warning': 'Contains: Contains sulfites.,Government Warning: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.\n'}, {'About the Producer': 'Ferrari-Carano Mountain Winery'}]","Wine, Beer & Spirits",Wine,Wine Blends & Other,"images.albertsons-media.com/is/image/ABS/189059244-ECOM, images.albertsons-media.com/is/image/ABS/189059244-C1N1, images.albertsons-media.com/is/image/ABS/189059244-A1C1, images.albertsons-media.com/is/image/ABS/189059244-A7N1",0.0,0,18f35046-46ab-5a53-8171-6c4b39e78a1e,2022-11-24T13:48:54
Popular Plates - EA,https://www.albertsons.com/shop/product-details.970335517.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970335517?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Popular Plates - EA,7099238428,USD,9.99,,[],,,,images.albertsons-media.com/is/image/ABS/970335517,0.0,0,02397664-8d8f-5a3f-a2ca-4cfd20af088a,2022-11-24T13:48:55
Tag Farmhouse Snack Bowl - EA,https://www.albertsons.com/shop/product-details.970301268.html,Miscellaneous,https://images.albertsons-media.com/is/image/ABS/970301268?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Tag Farmhouse Snack Bowl - EA,2546624076,USD,9.99,,[],"Paper, Cleaning & Home",Kitchen Accessories,Gadgets & Utensils,images.albertsons-media.com/is/image/ABS/970301268,0.0,0,6aa6fc33-b0e7-5c43-9000-72b6624853c7,2022-11-24T13:48:57
Wet N Wild Natural Blend Lip Shimmer Sugar - .11 Oz,https://www.albertsons.com/shop/product-details.960146457.html,COVERGIRL,https://images.albertsons-media.com/is/image/ABS/960146457-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Wet N Wild Natural Blend Lip Shimmer Sugar - .11 Oz,361630125927,USD,8.99,"Lipstick, Creme, Burnt Red Pepper 505
                    

                        Made in USA with imported parts.","[{'About the Producer': 'Coty Inc.'}, {'About the Producer': 'Coty Inc.'}]",Personal Care & Health,Skin Care & Cosmetics,Cosmetics,"images.albertsons-media.com/is/image/ABS/960146457-ECOM, images.albertsons-media.com/is/image/ABS/960146457-C1N1, images.albertsons-media.com/is/image/ABS/960146457-A1C1, images.albertsons-media.com/is/image/ABS/960146457-A7N1",0.0,0,d8faa292-a626-5143-9f49-7cb3112d2e02,2022-11-24T13:49:00
Dove Dry Shampoo Volume & Fullness - 7.3 OZ,https://www.albertsons.com/shop/product-details.970063167.html,Dove,https://images.albertsons-media.com/is/image/ABS/970063167-ECOM?$ng-ecom-pdp-desktop$&defaultImage=Not_Available,Dove Dry Shampoo Volume & Fullness - 7.3 OZ,7940045986,USD,9.79,"Each product in Dove’s new /Care Between Washes/ hair products collection is crafted to help women care for their hair on non-wash days. From new dry shampoos to new formats, this collection is perfect for refreshing, reshaping, and rehydrating a range of hair types on days when washing is not part of the plan, but beautiful hair definitely is.

Dove /Care Between Washes/ Volume &amp; Fullness Dry Shampoo is perfect for refreshing &amp; reviving hair on days between washes.

Dry shampoo leaves hair looking and feeling refreshed without washing
Dry shampoo spray absorbs excess oil from hair to revive between washes
Weightless formula instantly absorbs oil, cleanses and pumps hair with volume
Dove dry shampoo works with just a few quick sprays and brush strokes
New, large




                        Dry Shampoo, Volume & Fullness
                    

                        Refresh & revive without water. Care between washes. For days when washing is not part of the plan but beautiful hair is. Refresh hair for volume and body. Refresh for Volume and Body: Perfect for refreshing & reviving hair on days between washes. Our weightless formula instantly absorbs oil, leaving hair fresh, clean and full of healthy-looking volume and body. www.inhalant.org. dove.com. how2recycle.info. Questions or comments? Call 1-800-761-Dove (3683) or visit us at dove.com. how2recycle.info.","[{'Warning': 'Contains: Warning: Flammable until fully dry. Do not use near heat, flame or while smoking. Can cause serious injury or death. Avoid inhalation. Avoid spraying in eyes. Contents under pressure. Do not puncture or incinerate. Do not expose to heat or store at temperatures above 120 degrees F/50 degrees C or in enclosed places that could overheat. Do not use on broken skin. Stop use if rash or irritation occurs. Keep out of reach of children. Use only as directed. Intentional misuse by deliberately concentrating and inhaling the contents can be harmful or fatal. Help stop inhalation abuse. For more information visit www.inhalant.org.'}, {'Warning': 'Contains: Warning: Flammable until fully dry. Do not use near heat, flame or while smoking. Can cause serious injury or death. Avoid inhalation. Avoid spraying in eyes. Contents under pressure. Do not puncture or incinerate. Do not expose to heat or store at temperatures above 120 degrees F/50 degrees C or in enclosed places that could overheat. Do not use on broken skin. Stop use if rash or irritation occurs. Keep out of reach of children. Use only as directed. Intentional misuse by deliberately concentrating and inhaling the contents can be harmful or fatal. Help stop inhalation abuse. For more information visit www.inhalant.org.'}, {'Directions': 'How to Use: Step 1: Shake can before and during use. Hold can 8-12 inches away from the root and spray on lifted sections of dry hair. Step 2: Massage into roots to absorb oil. Step 3: Brush through and style as usual.'}, {'About the Producer': 'Unilever'}]",Personal Care & Health,Hair Care,Performance Shampoo Cond,"images.albertsons-media.com/is/image/ABS/970063167-ECOM, images.albertsons-media.com/is/image/ABS/970063167-C1N1, images.albertsons-media.com/is/image/ABS/970063167-A1C1, images.albertsons-media.com/is/image/ABS/970063167-L4, images.albertsons-media.com/is/image/ABS/970063167-A7N1",0.0,0,feef89be-676b-5ddf-ae57-27187a029897,2022-11-24T13:49:00
